model_raw,model,family,tokenizer_repo,language,fertility_tokens_per_character,english_fertility_tokens_per_character,normalized_fertility,n_matched_questions,token_count,non_whitespace_character_count,english_token_count,english_non_whitespace_character_count
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B (reasoning off),Qwen3,Qwen/Qwen3-0.6B,zho,0.9554681552905354,0.3110715194706032,3.071538522448465,100,7531,7882,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B (reasoning off),Qwen3,Qwen/Qwen3-0.6B,hin,1.1958312405826217,0.3110715194706032,3.844232485885388,100,23809,19910,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B (reasoning off),Qwen3,Qwen/Qwen3-0.6B,eng,0.3110715194706032,0.3110715194706032,1.0,100,6111,19645,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B (reasoning off),Qwen3,Qwen/Qwen3-0.6B,eng_metric,0.31027687954729183,0.3110715194706032,0.9974454751606199,100,6141,19792,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B (reasoning off),Qwen3,Qwen/Qwen3-0.6B,ara,0.5197614136796923,0.3110715194706032,1.6708743203628793,100,9324,17939,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B (reasoning off),Qwen3,Qwen/Qwen3-0.6B,jpn,0.7281824738550307,0.3110715194706032,2.340884421352001,100,8077,11092,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B (reasoning off),Qwen3,Qwen/Qwen3-0.6B,rus,0.4443868901864758,0.3110715194706032,1.4285682306845553,100,9437,21236,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B (reasoning off),Qwen3,Qwen/Qwen3-0.6B,deu,0.3681071698784993,0.3110715194706032,1.1833522095014104,100,8271,22469,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B (reasoning off),Qwen3,Qwen/Qwen3-0.6B,mar,1.1631330432367373,0.3110715194706032,3.7391177604951245,100,25126,21602,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B (reasoning off),Qwen3,Qwen/Qwen3-0.6B,fra,0.372296302903269,0.3110715194706032,1.1968189937055669,100,8348,22423,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B (reasoning off),Qwen3,Qwen/Qwen3-0.6B,ita,0.3917287089159252,0.3110715194706032,1.2592882485114305,100,8629,22028,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B (reasoning off),Qwen3,Qwen/Qwen3-0.6B,ukr,0.6400336810590822,0.3110715194706032,2.057512954411008,100,13682,21377,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B (reasoning off),Qwen3,Qwen/Qwen3-0.6B,nld,0.39352324394543936,0.3110715194706032,1.2650571309618976,100,8482,21554,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B (reasoning off),Qwen3,Qwen/Qwen3-0.6B,dan,0.42498758072528564,0.3110715194706032,1.3662053711910058,100,8555,20130,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B (reasoning off),Qwen3,Qwen/Qwen3-0.6B,nob,0.42304799157514666,0.3110715194706032,1.359970184011415,100,8436,19941,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B (reasoning off),Qwen3,Qwen/Qwen3-0.6B,est,0.4884087994475683,0.3110715194706032,1.5700852340283882,100,9902,20274,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B (reasoning off),Qwen3,Qwen/Qwen3-0.6B,isl,0.5361037713187605,0.3110715194706032,1.7234100126913845,100,11159,20815,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B (reasoning off),Qwen3,Qwen/Qwen3-1.7B,zho,0.9554681552905354,0.3110715194706032,3.071538522448465,100,7531,7882,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B (reasoning off),Qwen3,Qwen/Qwen3-1.7B,hin,1.1958312405826217,0.3110715194706032,3.844232485885388,100,23809,19910,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B (reasoning off),Qwen3,Qwen/Qwen3-1.7B,eng,0.3110715194706032,0.3110715194706032,1.0,100,6111,19645,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B (reasoning off),Qwen3,Qwen/Qwen3-1.7B,eng_metric,0.31027687954729183,0.3110715194706032,0.9974454751606199,100,6141,19792,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B (reasoning off),Qwen3,Qwen/Qwen3-1.7B,ara,0.5197614136796923,0.3110715194706032,1.6708743203628793,100,9324,17939,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B (reasoning off),Qwen3,Qwen/Qwen3-1.7B,jpn,0.7281824738550307,0.3110715194706032,2.340884421352001,100,8077,11092,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B (reasoning off),Qwen3,Qwen/Qwen3-1.7B,rus,0.4443868901864758,0.3110715194706032,1.4285682306845553,100,9437,21236,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B (reasoning off),Qwen3,Qwen/Qwen3-1.7B,deu,0.3681071698784993,0.3110715194706032,1.1833522095014104,100,8271,22469,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B (reasoning off),Qwen3,Qwen/Qwen3-1.7B,mar,1.1631330432367373,0.3110715194706032,3.7391177604951245,100,25126,21602,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B (reasoning off),Qwen3,Qwen/Qwen3-1.7B,fra,0.372296302903269,0.3110715194706032,1.1968189937055669,100,8348,22423,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B (reasoning off),Qwen3,Qwen/Qwen3-1.7B,ita,0.3917287089159252,0.3110715194706032,1.2592882485114305,100,8629,22028,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B (reasoning off),Qwen3,Qwen/Qwen3-1.7B,ukr,0.6400336810590822,0.3110715194706032,2.057512954411008,100,13682,21377,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B (reasoning off),Qwen3,Qwen/Qwen3-1.7B,nld,0.39352324394543936,0.3110715194706032,1.2650571309618976,100,8482,21554,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B (reasoning off),Qwen3,Qwen/Qwen3-1.7B,dan,0.42498758072528564,0.3110715194706032,1.3662053711910058,100,8555,20130,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B (reasoning off),Qwen3,Qwen/Qwen3-1.7B,nob,0.42304799157514666,0.3110715194706032,1.359970184011415,100,8436,19941,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B (reasoning off),Qwen3,Qwen/Qwen3-1.7B,est,0.4884087994475683,0.3110715194706032,1.5700852340283882,100,9902,20274,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B (reasoning off),Qwen3,Qwen/Qwen3-1.7B,isl,0.5361037713187605,0.3110715194706032,1.7234100126913845,100,11159,20815,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B (reasoning off),Qwen3,Qwen/Qwen3-4B,zho,0.9554681552905354,0.3110715194706032,3.071538522448465,100,7531,7882,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B (reasoning off),Qwen3,Qwen/Qwen3-4B,hin,1.1958312405826217,0.3110715194706032,3.844232485885388,100,23809,19910,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B (reasoning off),Qwen3,Qwen/Qwen3-4B,eng,0.3110715194706032,0.3110715194706032,1.0,100,6111,19645,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B (reasoning off),Qwen3,Qwen/Qwen3-4B,eng_metric,0.31027687954729183,0.3110715194706032,0.9974454751606199,100,6141,19792,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B (reasoning off),Qwen3,Qwen/Qwen3-4B,ara,0.5197614136796923,0.3110715194706032,1.6708743203628793,100,9324,17939,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B (reasoning off),Qwen3,Qwen/Qwen3-4B,jpn,0.7281824738550307,0.3110715194706032,2.340884421352001,100,8077,11092,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B (reasoning off),Qwen3,Qwen/Qwen3-4B,rus,0.4443868901864758,0.3110715194706032,1.4285682306845553,100,9437,21236,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B (reasoning off),Qwen3,Qwen/Qwen3-4B,deu,0.3681071698784993,0.3110715194706032,1.1833522095014104,100,8271,22469,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B (reasoning off),Qwen3,Qwen/Qwen3-4B,mar,1.1631330432367373,0.3110715194706032,3.7391177604951245,100,25126,21602,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B (reasoning off),Qwen3,Qwen/Qwen3-4B,fra,0.372296302903269,0.3110715194706032,1.1968189937055669,100,8348,22423,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B (reasoning off),Qwen3,Qwen/Qwen3-4B,ita,0.3917287089159252,0.3110715194706032,1.2592882485114305,100,8629,22028,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B (reasoning off),Qwen3,Qwen/Qwen3-4B,ukr,0.6400336810590822,0.3110715194706032,2.057512954411008,100,13682,21377,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B (reasoning off),Qwen3,Qwen/Qwen3-4B,nld,0.39352324394543936,0.3110715194706032,1.2650571309618976,100,8482,21554,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B (reasoning off),Qwen3,Qwen/Qwen3-4B,dan,0.42498758072528564,0.3110715194706032,1.3662053711910058,100,8555,20130,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B (reasoning off),Qwen3,Qwen/Qwen3-4B,nob,0.42304799157514666,0.3110715194706032,1.359970184011415,100,8436,19941,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B (reasoning off),Qwen3,Qwen/Qwen3-4B,est,0.4884087994475683,0.3110715194706032,1.5700852340283882,100,9902,20274,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B (reasoning off),Qwen3,Qwen/Qwen3-4B,isl,0.5361037713187605,0.3110715194706032,1.7234100126913845,100,11159,20815,6111,19645
vllm/Qwen/Qwen3-8B,Qwen3-8B (reasoning off),Qwen3,Qwen/Qwen3-8B,zho,0.9554681552905354,0.3110715194706032,3.071538522448465,100,7531,7882,6111,19645
vllm/Qwen/Qwen3-8B,Qwen3-8B (reasoning off),Qwen3,Qwen/Qwen3-8B,hin,1.1958312405826217,0.3110715194706032,3.844232485885388,100,23809,19910,6111,19645
vllm/Qwen/Qwen3-8B,Qwen3-8B (reasoning off),Qwen3,Qwen/Qwen3-8B,eng,0.3110715194706032,0.3110715194706032,1.0,100,6111,19645,6111,19645
vllm/Qwen/Qwen3-8B,Qwen3-8B (reasoning off),Qwen3,Qwen/Qwen3-8B,eng_metric,0.31027687954729183,0.3110715194706032,0.9974454751606199,100,6141,19792,6111,19645
vllm/Qwen/Qwen3-8B,Qwen3-8B (reasoning off),Qwen3,Qwen/Qwen3-8B,ara,0.5197614136796923,0.3110715194706032,1.6708743203628793,100,9324,17939,6111,19645
vllm/Qwen/Qwen3-8B,Qwen3-8B (reasoning off),Qwen3,Qwen/Qwen3-8B,jpn,0.7281824738550307,0.3110715194706032,2.340884421352001,100,8077,11092,6111,19645
vllm/Qwen/Qwen3-8B,Qwen3-8B (reasoning off),Qwen3,Qwen/Qwen3-8B,rus,0.4443868901864758,0.3110715194706032,1.4285682306845553,100,9437,21236,6111,19645
vllm/Qwen/Qwen3-8B,Qwen3-8B (reasoning off),Qwen3,Qwen/Qwen3-8B,deu,0.3681071698784993,0.3110715194706032,1.1833522095014104,100,8271,22469,6111,19645
vllm/Qwen/Qwen3-8B,Qwen3-8B (reasoning off),Qwen3,Qwen/Qwen3-8B,mar,1.1631330432367373,0.3110715194706032,3.7391177604951245,100,25126,21602,6111,19645
vllm/Qwen/Qwen3-8B,Qwen3-8B (reasoning off),Qwen3,Qwen/Qwen3-8B,fra,0.372296302903269,0.3110715194706032,1.1968189937055669,100,8348,22423,6111,19645
vllm/Qwen/Qwen3-8B,Qwen3-8B (reasoning off),Qwen3,Qwen/Qwen3-8B,ita,0.3917287089159252,0.3110715194706032,1.2592882485114305,100,8629,22028,6111,19645
vllm/Qwen/Qwen3-8B,Qwen3-8B (reasoning off),Qwen3,Qwen/Qwen3-8B,ukr,0.6400336810590822,0.3110715194706032,2.057512954411008,100,13682,21377,6111,19645
vllm/Qwen/Qwen3-8B,Qwen3-8B (reasoning off),Qwen3,Qwen/Qwen3-8B,nld,0.39352324394543936,0.3110715194706032,1.2650571309618976,100,8482,21554,6111,19645
vllm/Qwen/Qwen3-8B,Qwen3-8B (reasoning off),Qwen3,Qwen/Qwen3-8B,dan,0.42498758072528564,0.3110715194706032,1.3662053711910058,100,8555,20130,6111,19645
vllm/Qwen/Qwen3-8B,Qwen3-8B (reasoning off),Qwen3,Qwen/Qwen3-8B,nob,0.42304799157514666,0.3110715194706032,1.359970184011415,100,8436,19941,6111,19645
vllm/Qwen/Qwen3-8B,Qwen3-8B (reasoning off),Qwen3,Qwen/Qwen3-8B,est,0.4884087994475683,0.3110715194706032,1.5700852340283882,100,9902,20274,6111,19645
vllm/Qwen/Qwen3-8B,Qwen3-8B (reasoning off),Qwen3,Qwen/Qwen3-8B,isl,0.5361037713187605,0.3110715194706032,1.7234100126913845,100,11159,20815,6111,19645
vllm/Qwen/Qwen3-14B,Qwen3-14B (reasoning off),Qwen3,Qwen/Qwen3-14B,zho,0.9554681552905354,0.3110715194706032,3.071538522448465,100,7531,7882,6111,19645
vllm/Qwen/Qwen3-14B,Qwen3-14B (reasoning off),Qwen3,Qwen/Qwen3-14B,hin,1.1958312405826217,0.3110715194706032,3.844232485885388,100,23809,19910,6111,19645
vllm/Qwen/Qwen3-14B,Qwen3-14B (reasoning off),Qwen3,Qwen/Qwen3-14B,eng,0.3110715194706032,0.3110715194706032,1.0,100,6111,19645,6111,19645
vllm/Qwen/Qwen3-14B,Qwen3-14B (reasoning off),Qwen3,Qwen/Qwen3-14B,eng_metric,0.31027687954729183,0.3110715194706032,0.9974454751606199,100,6141,19792,6111,19645
vllm/Qwen/Qwen3-14B,Qwen3-14B (reasoning off),Qwen3,Qwen/Qwen3-14B,ara,0.5197614136796923,0.3110715194706032,1.6708743203628793,100,9324,17939,6111,19645
vllm/Qwen/Qwen3-14B,Qwen3-14B (reasoning off),Qwen3,Qwen/Qwen3-14B,jpn,0.7281824738550307,0.3110715194706032,2.340884421352001,100,8077,11092,6111,19645
vllm/Qwen/Qwen3-14B,Qwen3-14B (reasoning off),Qwen3,Qwen/Qwen3-14B,rus,0.4443868901864758,0.3110715194706032,1.4285682306845553,100,9437,21236,6111,19645
vllm/Qwen/Qwen3-14B,Qwen3-14B (reasoning off),Qwen3,Qwen/Qwen3-14B,deu,0.3681071698784993,0.3110715194706032,1.1833522095014104,100,8271,22469,6111,19645
vllm/Qwen/Qwen3-14B,Qwen3-14B (reasoning off),Qwen3,Qwen/Qwen3-14B,mar,1.1631330432367373,0.3110715194706032,3.7391177604951245,100,25126,21602,6111,19645
vllm/Qwen/Qwen3-14B,Qwen3-14B (reasoning off),Qwen3,Qwen/Qwen3-14B,fra,0.372296302903269,0.3110715194706032,1.1968189937055669,100,8348,22423,6111,19645
vllm/Qwen/Qwen3-14B,Qwen3-14B (reasoning off),Qwen3,Qwen/Qwen3-14B,ita,0.3917287089159252,0.3110715194706032,1.2592882485114305,100,8629,22028,6111,19645
vllm/Qwen/Qwen3-14B,Qwen3-14B (reasoning off),Qwen3,Qwen/Qwen3-14B,ukr,0.6400336810590822,0.3110715194706032,2.057512954411008,100,13682,21377,6111,19645
vllm/Qwen/Qwen3-14B,Qwen3-14B (reasoning off),Qwen3,Qwen/Qwen3-14B,nld,0.39352324394543936,0.3110715194706032,1.2650571309618976,100,8482,21554,6111,19645
vllm/Qwen/Qwen3-14B,Qwen3-14B (reasoning off),Qwen3,Qwen/Qwen3-14B,dan,0.42498758072528564,0.3110715194706032,1.3662053711910058,100,8555,20130,6111,19645
vllm/Qwen/Qwen3-14B,Qwen3-14B (reasoning off),Qwen3,Qwen/Qwen3-14B,nob,0.42304799157514666,0.3110715194706032,1.359970184011415,100,8436,19941,6111,19645
vllm/Qwen/Qwen3-14B,Qwen3-14B (reasoning off),Qwen3,Qwen/Qwen3-14B,est,0.4884087994475683,0.3110715194706032,1.5700852340283882,100,9902,20274,6111,19645
vllm/Qwen/Qwen3-14B,Qwen3-14B (reasoning off),Qwen3,Qwen/Qwen3-14B,isl,0.5361037713187605,0.3110715194706032,1.7234100126913845,100,11159,20815,6111,19645
vllm/Qwen/Qwen3-32B,Qwen3-32B (reasoning off),Qwen3,Qwen/Qwen3-32B,zho,0.9554681552905354,0.3110715194706032,3.071538522448465,100,7531,7882,6111,19645
vllm/Qwen/Qwen3-32B,Qwen3-32B (reasoning off),Qwen3,Qwen/Qwen3-32B,hin,1.1958312405826217,0.3110715194706032,3.844232485885388,100,23809,19910,6111,19645
vllm/Qwen/Qwen3-32B,Qwen3-32B (reasoning off),Qwen3,Qwen/Qwen3-32B,eng,0.3110715194706032,0.3110715194706032,1.0,100,6111,19645,6111,19645
vllm/Qwen/Qwen3-32B,Qwen3-32B (reasoning off),Qwen3,Qwen/Qwen3-32B,eng_metric,0.31027687954729183,0.3110715194706032,0.9974454751606199,100,6141,19792,6111,19645
vllm/Qwen/Qwen3-32B,Qwen3-32B (reasoning off),Qwen3,Qwen/Qwen3-32B,ara,0.5197614136796923,0.3110715194706032,1.6708743203628793,100,9324,17939,6111,19645
vllm/Qwen/Qwen3-32B,Qwen3-32B (reasoning off),Qwen3,Qwen/Qwen3-32B,jpn,0.7281824738550307,0.3110715194706032,2.340884421352001,100,8077,11092,6111,19645
vllm/Qwen/Qwen3-32B,Qwen3-32B (reasoning off),Qwen3,Qwen/Qwen3-32B,rus,0.4443868901864758,0.3110715194706032,1.4285682306845553,100,9437,21236,6111,19645
vllm/Qwen/Qwen3-32B,Qwen3-32B (reasoning off),Qwen3,Qwen/Qwen3-32B,deu,0.3681071698784993,0.3110715194706032,1.1833522095014104,100,8271,22469,6111,19645
vllm/Qwen/Qwen3-32B,Qwen3-32B (reasoning off),Qwen3,Qwen/Qwen3-32B,mar,1.1631330432367373,0.3110715194706032,3.7391177604951245,100,25126,21602,6111,19645
vllm/Qwen/Qwen3-32B,Qwen3-32B (reasoning off),Qwen3,Qwen/Qwen3-32B,fra,0.372296302903269,0.3110715194706032,1.1968189937055669,100,8348,22423,6111,19645
vllm/Qwen/Qwen3-32B,Qwen3-32B (reasoning off),Qwen3,Qwen/Qwen3-32B,ita,0.3917287089159252,0.3110715194706032,1.2592882485114305,100,8629,22028,6111,19645
vllm/Qwen/Qwen3-32B,Qwen3-32B (reasoning off),Qwen3,Qwen/Qwen3-32B,ukr,0.6400336810590822,0.3110715194706032,2.057512954411008,100,13682,21377,6111,19645
vllm/Qwen/Qwen3-32B,Qwen3-32B (reasoning off),Qwen3,Qwen/Qwen3-32B,nld,0.39352324394543936,0.3110715194706032,1.2650571309618976,100,8482,21554,6111,19645
vllm/Qwen/Qwen3-32B,Qwen3-32B (reasoning off),Qwen3,Qwen/Qwen3-32B,dan,0.42498758072528564,0.3110715194706032,1.3662053711910058,100,8555,20130,6111,19645
vllm/Qwen/Qwen3-32B,Qwen3-32B (reasoning off),Qwen3,Qwen/Qwen3-32B,nob,0.42304799157514666,0.3110715194706032,1.359970184011415,100,8436,19941,6111,19645
vllm/Qwen/Qwen3-32B,Qwen3-32B (reasoning off),Qwen3,Qwen/Qwen3-32B,est,0.4884087994475683,0.3110715194706032,1.5700852340283882,100,9902,20274,6111,19645
vllm/Qwen/Qwen3-32B,Qwen3-32B (reasoning off),Qwen3,Qwen/Qwen3-32B,isl,0.5361037713187605,0.3110715194706032,1.7234100126913845,100,11159,20815,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B,Qwen3,Qwen/Qwen3-0.6B,zho,0.9554681552905354,0.3110715194706032,3.071538522448465,100,7531,7882,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B,Qwen3,Qwen/Qwen3-0.6B,hin,1.1958312405826217,0.3110715194706032,3.844232485885388,100,23809,19910,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B,Qwen3,Qwen/Qwen3-0.6B,eng,0.3110715194706032,0.3110715194706032,1.0,100,6111,19645,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B,Qwen3,Qwen/Qwen3-0.6B,eng_metric,0.31027687954729183,0.3110715194706032,0.9974454751606199,100,6141,19792,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B,Qwen3,Qwen/Qwen3-0.6B,ara,0.5197614136796923,0.3110715194706032,1.6708743203628793,100,9324,17939,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B,Qwen3,Qwen/Qwen3-0.6B,jpn,0.7281824738550307,0.3110715194706032,2.340884421352001,100,8077,11092,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B,Qwen3,Qwen/Qwen3-0.6B,rus,0.4443868901864758,0.3110715194706032,1.4285682306845553,100,9437,21236,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B,Qwen3,Qwen/Qwen3-0.6B,deu,0.3681071698784993,0.3110715194706032,1.1833522095014104,100,8271,22469,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B,Qwen3,Qwen/Qwen3-0.6B,mar,1.1631330432367373,0.3110715194706032,3.7391177604951245,100,25126,21602,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B,Qwen3,Qwen/Qwen3-0.6B,fra,0.372296302903269,0.3110715194706032,1.1968189937055669,100,8348,22423,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B,Qwen3,Qwen/Qwen3-0.6B,ita,0.3917287089159252,0.3110715194706032,1.2592882485114305,100,8629,22028,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B,Qwen3,Qwen/Qwen3-0.6B,ukr,0.6400336810590822,0.3110715194706032,2.057512954411008,100,13682,21377,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B,Qwen3,Qwen/Qwen3-0.6B,nld,0.39352324394543936,0.3110715194706032,1.2650571309618976,100,8482,21554,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B,Qwen3,Qwen/Qwen3-0.6B,dan,0.42498758072528564,0.3110715194706032,1.3662053711910058,100,8555,20130,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B,Qwen3,Qwen/Qwen3-0.6B,nob,0.42304799157514666,0.3110715194706032,1.359970184011415,100,8436,19941,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B,Qwen3,Qwen/Qwen3-0.6B,est,0.4884087994475683,0.3110715194706032,1.5700852340283882,100,9902,20274,6111,19645
vllm/Qwen/Qwen3-0.6B,Qwen3-0.6B,Qwen3,Qwen/Qwen3-0.6B,isl,0.5361037713187605,0.3110715194706032,1.7234100126913845,100,11159,20815,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B,Qwen3,Qwen/Qwen3-1.7B,zho,0.9554681552905354,0.3110715194706032,3.071538522448465,100,7531,7882,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B,Qwen3,Qwen/Qwen3-1.7B,hin,1.1958312405826217,0.3110715194706032,3.844232485885388,100,23809,19910,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B,Qwen3,Qwen/Qwen3-1.7B,eng,0.3110715194706032,0.3110715194706032,1.0,100,6111,19645,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B,Qwen3,Qwen/Qwen3-1.7B,eng_metric,0.31027687954729183,0.3110715194706032,0.9974454751606199,100,6141,19792,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B,Qwen3,Qwen/Qwen3-1.7B,ara,0.5197614136796923,0.3110715194706032,1.6708743203628793,100,9324,17939,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B,Qwen3,Qwen/Qwen3-1.7B,jpn,0.7281824738550307,0.3110715194706032,2.340884421352001,100,8077,11092,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B,Qwen3,Qwen/Qwen3-1.7B,rus,0.4443868901864758,0.3110715194706032,1.4285682306845553,100,9437,21236,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B,Qwen3,Qwen/Qwen3-1.7B,deu,0.3681071698784993,0.3110715194706032,1.1833522095014104,100,8271,22469,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B,Qwen3,Qwen/Qwen3-1.7B,mar,1.1631330432367373,0.3110715194706032,3.7391177604951245,100,25126,21602,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B,Qwen3,Qwen/Qwen3-1.7B,fra,0.372296302903269,0.3110715194706032,1.1968189937055669,100,8348,22423,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B,Qwen3,Qwen/Qwen3-1.7B,ita,0.3917287089159252,0.3110715194706032,1.2592882485114305,100,8629,22028,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B,Qwen3,Qwen/Qwen3-1.7B,ukr,0.6400336810590822,0.3110715194706032,2.057512954411008,100,13682,21377,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B,Qwen3,Qwen/Qwen3-1.7B,nld,0.39352324394543936,0.3110715194706032,1.2650571309618976,100,8482,21554,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B,Qwen3,Qwen/Qwen3-1.7B,dan,0.42498758072528564,0.3110715194706032,1.3662053711910058,100,8555,20130,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B,Qwen3,Qwen/Qwen3-1.7B,nob,0.42304799157514666,0.3110715194706032,1.359970184011415,100,8436,19941,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B,Qwen3,Qwen/Qwen3-1.7B,est,0.4884087994475683,0.3110715194706032,1.5700852340283882,100,9902,20274,6111,19645
vllm/Qwen/Qwen3-1.7B,Qwen3-1.7B,Qwen3,Qwen/Qwen3-1.7B,isl,0.5361037713187605,0.3110715194706032,1.7234100126913845,100,11159,20815,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B,Qwen3,Qwen/Qwen3-4B,zho,0.9554681552905354,0.3110715194706032,3.071538522448465,100,7531,7882,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B,Qwen3,Qwen/Qwen3-4B,hin,1.1958312405826217,0.3110715194706032,3.844232485885388,100,23809,19910,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B,Qwen3,Qwen/Qwen3-4B,eng,0.3110715194706032,0.3110715194706032,1.0,100,6111,19645,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B,Qwen3,Qwen/Qwen3-4B,eng_metric,0.31027687954729183,0.3110715194706032,0.9974454751606199,100,6141,19792,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B,Qwen3,Qwen/Qwen3-4B,ara,0.5197614136796923,0.3110715194706032,1.6708743203628793,100,9324,17939,6111,19645
vllm/Qwen/Qwen3-4B,Qwen3-4B,Qwen3,Qwen/Qwen3-4B,jpn,0.7281824738550307,0.3110715194706032,2.340884421352001,100,8077,11092,6111,19645
